L104_051	Da'z soñj , peseurt benveg a oa bet implijet gant hon engraver eus ar Ragistor ?	Da'z soñj, peseurt benveg a oa bet implijet gant hon engraver eus ar Ragistor ?	# das sõ:ʃ # 'pe.sœrt 'ben.vɛg a wa bed im.'pli.ʒɛd gɑ̃n õn eŋg.'rɑ.vɛr øz ar rag.'i.stɔr #	1	1	0	Skridoù_PHM.txt		cov-2
L104_058	Deskrivadur ar fazi .	Deskrivadur ar fazi.	# de.skri.'vɑ.dyr ar 'fɑ.zi #	1	1	0	Skridoù_PHM.txt		cov-3
L104_065	Dispakañ pep tra .	Dispakañ pep tra.	# di.'spa.kɑ̃ pep trɑ: #	1	1	0	Skridoù_PHM.txt		cov-1
L104_068	Divizet e vez an advugelañ , diwar c'houlenn an advaber , gant al lez-varn ensav .	Divizet e vez an advugelañ diwar c'houlenn an advaber gant al lez-varn ensav.	# di.'vi.zɛd e ve:z ɑ̃n ad.vyg.'e.lɑ̃ # 'di.war 'xu.lɛn ɑ̃n ad.'vɑ.bɛr # gɑ̃n al 'lez.varn 'en.zaw #	1	1	0	Skridoù_PHM.txt		cov-7
L104_070	Diweredekaat an adheñchañ rekedoù , war ar Web .	Diweredekaat an adheñchañ rekedoù war ar Web.	# di.we.re.'de.kɑd ɑ̃n ath.'ẽʃ.ɑ̃ re.'kɛ.du # war ar wɛb #	1	1	0	Skridoù_PHM.txt		cov-2
L104_075	E bed an embann , an treiñ , ar servijoù nes , hag all .	e bed an embann, an treiñ, ar servijoù nes hag all.	# e be:d ɑ̃n 'em.bɑ̃n # ɑ̃n trɛj # ar sɛr.'vi.ʒu nes # ag al #	1	1	0	Skridoù_PHM.txt		cov-4
L104_100	Gallout a raent , bezañ e pri-poazh fin , e gwer , pe graet gant metaloù prizius zoken .	Gallout a raent bezañ e pri-poazh fin, e gwer pe graet gant metaloù prizius zoken.	# 'ga.lud a rẽnt # 'be.zɑ̃ e 'pri.pwɑs fi:n # e gwe:r # pe grɛ:t gɑ̃n me.'ta.lu pri.'zi.ys 'zo.ken #	1	1	0	Skridoù_PHM.txt		cov-1
L104_105	Goude-se e oant degouezhet e Frañs .	Goude-se e oant degouezhet e Frañs.	# 'gu.de.se e wɑ̃n de.'gwe.zɛd e frɑ̃s #	1	1	0	Skridoù_PHM.txt		cov-5
L104_138	Kevredadoù produiñ kleweled e brezhoneg .	Kevredadoù produiñ kleweled e brezhoneg.	# ke.vre.'da.du pro.'dy.i kle.'we.lɛd e bre.'zõ.nɛk #	1	1	0	Skridoù_PHM.txt		cov-1
L104_147	Lec'hioù ar stourmoù sokial hag an dudi e oant ivez .	Lec'hioù ar stourmoù sokial hag an dudi e oant ivez.	# 'leh.ju ar 'stur.mu so.'ki.al ag ɑ̃n 'dy.di e wɑ̃nd 'i.ves #	1	1	0	Skridoù_PHM.txt		cov-2
L104_161	Ma vez ezhomm , pourchas dour , jiletennoù , seizennoù , ostilhoù hag a zo diouer anezho .	Ma vez ezhomm, pourchas dour, jiletennoù, seizennoù, ostilhoù hag a zo diouer anezho.	# ma ve:z 'e.zõm # 'purʃ.as du:r # ʒi.le.'tɛ.nu # sɛj.'zɛ.nu # o.'stiʎ.u ag a zo 'di.wɛr ɑ̃.'ne.zo #	1	1	0	Skridoù_PHM.txt		cov-4
L104_181	Padelligoù askoù .	Padelligoù askoù.	# pa.dɛ.'lig.u 'a.sku #	1	1	0	Skridoù_PHM.txt		cov-3
L104_190	Pazenn bouezusañ an tretiñ eo .	Pazenn bouezusañ an tretiñ eo.	# 'pɑ.zɛn bwe.'zy.sɑ̃ ɑ̃n 'tre.ti ɛw #	1	1	0	Skridoù_PHM.txt		cov-2
L104_196	Poent eoriañ an destenn .	Poent eoriañ an destenn.	# pwɛnd 'ewr.jɑ̃ ɑ̃n 'de.stɛn #	1	1	0	Skridoù_PHM.txt		cov-4
L104_200	Reiñ titouroù , mirout plasoù .	reiñ titouroù, mirout plasoù.	# rɛj ti.'tu.ru # 'mi.rut 'pla.su #	1	1	0	Skridoù_PHM.txt		cov-4
L104_204	Roudoù anezhañ , a c'heller gwelet war veur a blanedenn hag a adplanedenn evel Merc'her , Meurzh , hag al Loar da skouer .	Roudoù anezhañ a c'haller gwelet war veur a blanedenn hag a adplanedenn evel Merc'her, Meurzh hag al Loar da skouer.	# 'ru.du ɑ̃.'ne.zɑ̃ # a 'xɛ.lɛr 'gwe.lɛt war vør a blɑ̃.'ne.dɛn ag a at.pla.'ne.dɛn 'e.vɛl 'mɛrx.ɛr # mœrs # ag al lwɑ:r dɑ skwe:r #	1	1	0	Skridoù_PHM.txt		cov-4
L104_207	Saozneg ( S. U. ) .	Saozneg (S.U.).	# 'soz.nɛk # ɛs # y #	1	1	0	Skridoù_PHM.txt		cov-4
L104_216	Stummet eo an nev gant c'hwec'h treuziad .	Stummet eo an nev gant c'hwec'h treuziad.	# 'sty.mɛd ɛw ɑ̃n new gɑ̃n xwɛx 'trø.zjat #	1	1	0	Skridoù_PHM.txt		cov-3
L104_229	Troioù-ouesk , dañsoù , sigoterezh  kanaouennoù , faltazi , dudi …	Troioù-ouesk, dañsoù, sigoterezh, kanaouennoù, faltazi, dudi…	# tro.'ju.wesk # 'dɑ̃.su # sig.o.'tɛ.rɛs kɑ̃.nɔ.'wɛ.nu # fal.'tɑ.zi # 'dy.di #	1	1	0	Skridoù_PHM.txt		cov-2
L104_248	War ur vag , e oar an den ober ; pe ne oar ket .	War ur vag e oar an den ober pe ne oar ket.	# war œr vɑk # e wɑ:r ɑ̃n de:n 'o.bɛr # pe ne wɑ:r ket #	1	1	0	Skridoù_PHM.txt		cov-6
L105_005	Seizh a viz Mezheven daou vil c'hwec'h .	7 a viz Mezheven 2006.	# sɛjz a vi:s me.'ze.vɛn dɔw vi:l xwɛx #	1	1	0	Skridoù_PHM.txt		cov-5
L105_010	Ac'hano , e c'hoarvez emgavioù sonerezh , anadennoù kemmesk .	Ac'hano e c'hoarvez emgavioù sonerezh, anadennoù kemmesk.	# ah.'ɑ̃.no # e 'xwar.vɛz emg.'a.vju sõ.'nɛ.rɛs # ɑ̃.nɑ.'dɛ.nu 'kɛ.mesk #	1	1	0	Skridoù_PHM.txt		cov-2
L105_013	Adskrivañ war grec'h , pep pajenn evel linenn talbenn .	Adskrivañ war grec'h pep pajenn evel linenn talbenn.	# at.'skri.vɑ̃ war grex # pep 'pɑ.ʒɛn 'e.vɛl 'li.nɛn 'tal.bɛn #	1	1	0	Skridoù_PHM.txt		cov-1
L105_014	Adwelet ar steuñv tiraozañ .	Adwelet ar steuñv tiraozañ.	# a.'dwe.lɛd ar stœ̃: ti.'rɔ.zɑ̃ #	1	1	0	Skridoù_PHM.txt		cov-7
L105_021	An eskopti , diouzh e du , a reas e lod ivez .	An eskopti, diouzh e du, a reas e lod ivez.	# ɑ̃n e.'skop.ti # djuz e dy # a 're.az e lo:d 'i.ves #	1	1	0	Skridoù_PHM.txt		cov-4
L105_043	Boest-lizheroù ar c'hoskor .	boest-lizheroù ar c'hoskor.	# bwest.li.'ze.ru ar 'xɔ.skor #	1	1	0	Skridoù_PHM.txt		cov-1
L105_052	Da heul , e-pad dekvedoù , e vo cheñchamantoù bras en Arvorig :	Da heul, e-pad dekvedoù, e vo cheñchamantoù bras en Arvorig :	# dɑ hø:l # 'e.pɑt deg.'ve.du # e vo ʃẽʃ.a.'mɑ̃n.tu brɑ:z en ar.'vo.rik #	1	1	0	Skridoù_PHM.txt		cov-3
L105_060	Diazezet ez eus bet tri live bras : an Aotreegezh , ar Master , hag an Doktorelezh .	Diazezet ez eus bet tri live bras : an Aotreegezh, ar Master hag an Doktorelezh.	# di.a.'ze.zɛd ez øs bet tri: 'li.ve brɑ:s # ɑ̃n ɔ.tre.'eg.ɛs # ar 'ma.stɛr # ag ɑ̃n dɔk.to.'rɛ.lɛs #	1	1	0	Skridoù_PHM.txt		cov-2
L105_068	Diouzh ar c'hiz e oa ar vrezelourien c'halian da neuze .	Diouzh ar c'hiz e oa ar vrezelourien c'halian da neuze.	# djuz ar xiz e wa ar vre.ze.'lur.jɛn 'xa.ljɑ̃n dɑ 'nø.ze #	1	1	0	Skridoù_PHM.txt		cov-1
L105_072	Diuzañ an destenn furmaozet heñvel .	Diuzañ an destenn furmaozet heñvel.	# di.'y.zɑ̃ ɑ̃n 'de.stɛn fyr.'mo.zɛt 'hẽ.vɛl #	1	1	0	Skridoù_PHM.txt		cov-4
L105_083	Elfennoù al levrig familh .	Elfennoù al levrig familh.	# ɛl.'fɛ.nu al 'lɛw.rik 'fɑ̃.miʎ #	1	1	0	Skridoù_PHM.txt		cov-3
L105_087	E mirdi Breizh !	e mirdi Breizh !	# e 'mir.di brɛjs #	1	1	0	Skridoù_PHM.txt		cov-5
L105_088	Empennet e oa bet , evit bezañ kaset en-dro gant ur skipailh daouzek den .	Empennet e oa bet evit bezañ kaset en-dro gant ur skipailh daouzek den.	# em.'pɛ.nɛd e wa bet # 'e.vit 'be.zɑ̃ 'ka.sɛd 'en.dro gɑ̃n œr 'ski.paʎ 'dɔw.zeg de:n #	1	1	0	Skridoù_PHM.txt		cov-1
L105_089	En holl zepartamantoù , en tu all da beder fempvedenn eus ar skolidi divyezhek , zo er c'hentañ derez .	En holl zepartamantoù, en tu all da beder fempvedenn eus ar skolidi divyezhek zo er c'hentañ derez.	# en ɔl ze.par.ta.'mɑ̃n.tu # en ty al dɑ 'be.dɛr fɛmb.'ve.dɛn øz ar sko.'li.di diw.'je.zɛk # zo er 'xɛn.tɑ̃ 'de.rɛs #	1	1	0	Skridoù_PHM.txt		cov-3
L105_092	Etre an daou vrezel en em droas ar vro , muioc'h c'hoazh , war-zu an touristerezh .	Etre an daou vrezel en em droas ar vro muioc'h c'hoazh war-du an touristerezh.	# 'e.tre ɑ̃n dɔw 'vre.zɛl en ɛm drwaz ar vro # 'mɥi.ɔx xwas # 'war.zy ɑ̃n turj.'stɛ.rɛz #	1	1	0	Skridoù_PHM.txt		cov-1
L105_093	Eus ar c'hentañ , eo ar soul , evit difuiñ .	eus ar c'hentañ eo ar soul evit difuiñ.	# øz ar 'xɛn.tɑ̃ # ɛw ar su:l # 'e.vit di.'fy.i #	1	1	0	Skridoù_PHM.txt		cov-4
L105_102	Foar ar c'hoarioù .	Foar ar c'hoarioù.	# fwɑ:r ar 'xwar.ju #	1	1	0	Skridoù_PHM.txt		cov-1
L105_104	Ganedigezh ur sevenadurezh nevez eo .	Ganedigezh ur sevenadurezh nevez eo.	# gɑ̃.ne.'dig.ez œr se.ve.na.'dy.rez 'ne.vez ɛw #	1	1	0	Skridoù_PHM.txt		cov-4
L105_110	Graet diwar pezhioù moneiz gant prizonidi brezel eus Frañs .	Graet diwar pezhioù moneiz gant prizonidi brezel eus Frañs.	# grɛ:t 'di.war 'pe.zju 'mõ.nɛjs gɑ̃n pri.'zõnj.di 'bre.zɛl øs frɑ̃s #	1	1	0	Skridoù_PHM.txt		cov-6
L105_115	Gwelusted :	Gwelusted :	# gwe.'ly.stɛt #	1	1	0	Skridoù_PHM.txt		cov-1
L105_126	Kambr rannvroel ar C'hontoù war evezh .	Kambr rannvroel ar C'hontoù war evezh.	# kɑ̃mpr rɑ̃n.'vro.ɛl ar 'xõn.tu war 'e.vɛs #	1	1	0	Skridoù_PHM.txt		cov-1
L105_141	Kevreadennoù zo anezho .	Kevreadennoù zo anezho.	# ke.vre.a.'dɛ.nu zo ɑ̃.'ne.zo #	1	1	0	Skridoù_PHM.txt		cov-1
L105_147	Koulourdrennad zour .	koulourdrennad zour.	# ku.lur.'drɛ.nat zur #	1	1	0	Skridoù_PHM.txt		cov-4
L105_184	Ouzhpennañ ur stumm .	Ouzhpennañ ur stumm.	# u.'spɛ.nɑ̃ œr stym #	1	1	0	Skridoù_PHM.txt		cov-1
L105_212	Roll ha kefridioù Ofis publik ar brezhoneg .	Roll ha kefridioù Ofis publik ar brezhoneg.	# rɔl a ke.fri.'di.u 'o.fis 'py.blig ar bre.'zõ.nɛk #	1	1	0	Skridoù_PHM.txt		cov-1
L105_216	Savadurioù metalek .	savadurioù metalek.	# sa.vɑ.'dyr.ju me.'tɑ.lɛk #	1	1	0	Skridoù_PHM.txt		cov-4
L105_220	Serrit anezhi ha klaskit en-dro .	Serrit anezhi ha klaskit en-dro.	# 'sɛ.rid ɑ̃.'ne.zi a 'klɑ.skid 'en.dro #	1	1	0	Skridoù_PHM.txt		cov-3
L105_227	Stank mat eo an niver a blasoù e Kemper .	Stank mat eo an niver a blasoù e Kemper.	# stɑ̃ŋg mɑ:d ɛw ɑ̃n 'ni.vɛr a 'blɑ.su e 'kẽm.pɛr #	1	1	0	Skridoù_PHM.txt		cov-4
L105_235	Un anadenn aergelc'hel rik , eo se .	Un anadenn aergelc'hel rik eo se.	# œn ɑ̃.'nɑ.dɛn ɛrg.'elh.ɛl rik # ɛw se #	1	1	0	Skridoù_PHM.txt		cov-2
L105_243	Ur skeuliad hiroc'h gant an tolpad :	Ur skeuliad hiroc'h gant an tolpad :	# œr 'skø.ljat 'hi.rɔx gɑ̃n ɑ̃n 'tɔl.pat #	1	1	0	Skridoù_PHM.txt		cov-4
L105_247	War-zu ar reter eo e vezont kavet kalz aliesoc'h .	War-zu ar reter eo e vezont kavet kalz aliesoc'h.	# 'war.zy ar 're.tɛr ɛw e 've.sõn 'ka.vet kalz a.li.'e.sɔx #	1	1	0	Skridoù_PHM.txt		cov-6
L106_007	Aesaat a ray ar Rouedad , ar c'hlask kevelerien , evit seveniñ raktresoù kenglotus , an eil , gant egile .	Aesaat a ray ar Rouedad ar c'hlask kevelerien evit seveniñ raktresoù kenglotus an eil gant egile.	# 'ɛ.sɑd a raj ar 'rwe.dat # ar xlɑsk ke.ve.'ler.jɛn # 'e.vit se.'ve.ni rak.'trɛ.su kɛng.'lo.tys # ɑ̃n ɛjl # gɑ̃n eg.'i.le #	1	1	0	Skridoù_PHM.txt		cov-6
L106_010	Amdreiñ ar siloù danevell .	Amdreiñ ar siloù danevell.	# 'ɑ̃m.drɛj ar 'si.lu dɑ̃.'ne.vɛl #	1	1	0	Skridoù_PHM.txt		cov-4
L106_027	Ar gelennadurezh zo enni kentelioù teorikel ha pleustrek , kinniget e-barzh ar skolioù-meur .	Ar gelennadurezh zo enni kentelioù teorikel ha pleustrek kinniget e-barzh ar skolioù-meur.	# ar ge.lɛ.na.'dy.rɛs zo 'ɛ.ni kɛn.'tɛ.lju tew.'ri.kɛl a 'plø.strɛk # ki.'nig.ɛd 'e.barz ar sko.'lju.mør #	1	1	0	Skridoù_PHM.txt		cov-1
L106_028	Ar Pesk-nij .	Ar Pesk-nij.	# ar 'pesk.niʃ #	1	1	0	Skridoù_PHM.txt		cov-3
L106_039	Bevaat un diagramm .	Bevaat un diagramm.	# 'be.vɑd œn di.'ag.rɑ̃m #	1	1	0	Skridoù_PHM.txt		cov-2
L106_042	Chekennoù dibourvez : kastizoù bihanaet .	Chekennoù dibourvez : kastizoù bihanaet.	# ʃe.'kɛ.nu di.'bur.vɛs # ka.'sti.zu bih.'ɑ̃.nɛt #	1	1	0	Skridoù_PHM.txt		cov-5
L106_047	Da greskiñ lealded ar pratikoù , ha da zegas pratikoù nevez , e c'hell ar c'hinnig en div yezh talvezout ivez .	Da greskiñ lealded ar pratikoù ha da zegas pratikoù nevez e c'hell ar c'hinnig en div yezh talvezout ivez.	# dɑ 'gre.ski le.'al.dɛd ar pra.'ti.ku # a dɑ 'seg.as pra.'ti.ku 'ne.ves # e xɛl ar 'xi.nig en diw je:s tal.'ve.zud 'i.ves #	1	1	0	Skridoù_PHM.txt		cov-3
L106_048	Dañsoù diwar ar maez e oant , ha tamm-ha-tamm he deus kemeret pep bro un doare dezhi hec'h-unan .	Dañsoù diwar ar maez e oant ha tamm-ha-tamm he deus kemeret pep bro un doare dezhi hec'h-unan.	# 'dɑ̃.su 'di.war ar mɛ:z e wɑ̃nt # a tɑ̃.'ma.tɑ̃m e døs ke.'me.rɛt pep bro: œn 'dwɑ.re 'de.zi eh.'y.nɑ̃n #	1	1	0	Skridoù_PHM.txt		cov-4
L106_049	Da varlenn Vari da vouchet :	Da varlenn Vari da vouchet :	# dɑ 'var.lɛn 'vɑ.ri dɑ vuʃ #	1	1	0	Skridoù_PHM.txt		cov-2
L106_065	Disoc'h : Kenderc'hel a rafe an niver a yezherien da zigreskiñ , betek ar bloavezhioù daou vil tri-ugent da nebeutañ .	Disoc'h : Kenderc'hel a rafe an niver a yezherien da zigreskiñ betek ar bloavezhioù 2060 da nebeutañ.	# 'di.sɔx # kɛn.'dɛrx.ɛl a 'ra.fe ɑ̃n 'ni.vɛr a je.'zer.jɛn dɑ zig.'re.ski # 'be.teg ar blwa.'ve.zju dɔw vi:l tri.'yg.ɛn dɑ ne.'bø.tɑ̃ #	1	1	0	Skridoù_PHM.txt		cov-4
L106_075	Eilmaer e karg eus al labourioù hag eus buhez ar c'harterioù .	Eilmaer e karg eus al labourioù hag eus buhez ar c'harterioù.	# 'ɛjl.mɛr e karg øz al lɑ.'bur.ju ag øs 'by.ɛz ar xar.'tɛr.ju #	1	1	0	Skridoù_PHM.txt		cov-3
L106_076	Emañ an deskadurezh , e-kreizig-kreiz an diorren padus .	Emañ an deskadurezh e-kreizig-kreiz an diorren padus.	# 'e.mɑ̃ ɑ̃n de.ska.'dy.rɛs # e.krɛj.'zig.krɛjz ɑ̃n di.'ɔ.rɛn 'pɑ.dys #	1	1	0	Skridoù_PHM.txt		cov-2
L106_080	Emvod kelaouiñ ha skignañ e-touez an dilennidi .	Emvod kelaouiñ ha skignañ e-touez an dilennidi.	# 'em.vot ke.'lɔ.wi a 'skiɲ.ɑ̃ 'e.twɛz ɑ̃n di.lɛ.'ni.di #	1	1	0	Skridoù_PHM.txt		cov-3
L106_090	Europa .	Europa.	# ø.'ro.pa #	1	1	0	Skridoù_PHM.txt		cov-6
L106_094	Ezhomm o devez ar vugale da zeskiñ reolennoù ar c'hoari sokial .	Ezhomm o devez ar vugale da zeskiñ reolennoù ar c'hoari sokial.	# 'e.zõm o 'de.vɛz ar vyg.'ɑ.le dɑ 'ze.ski rɛw.'lɛ.nu ar 'xwɑ.ri so.'ki.al #	1	1	0	Skridoù_PHM.txt		cov-2
L106_119	Henoadvezh izel ar maen ( Paleolitik izel ) Henoadvezh uhel ar maen .	Henoadvezh izel ar maen (Paleolitik izel)Henoadvezh uhel ar maen…	# he.'nwad.vez 'i.zɛl ar mẽ:n # pa.le.o.'li.tig 'i.zɛl # he.'nwad.vez 'y.ɛl ar mẽ:n #	1	1	0	Skridoù_PHM.txt		cov-3
L106_137	Kêr Bondi he deus miret en hec'h anvioù-lec'h , ar c'houn eus ur manati :	Kêr Bondi he deus miret en hec'h anvioù-lec'h ar c'houn eus ur manati :	# kɛr 'bõn.di e døs 'mi.rɛd en eh ɑ̃.no.'ju.lɛx # ar xun øz œr mɑ̃.'na.ti #	1	1	0	Skridoù_PHM.txt		cov-1
L106_146	Kreizenn Liesvedia .	Kreizenn Liesvedia.	# 'krɛj.zɛn li.ɛs.'ve.dja #	1	1	0	Skridoù_PHM.txt		cov-4
L106_162	Maskl an notennoù ,	Maskl an notennoù.	# maskl ɑ̃n no.'tɛ.nu #	1	1	0	Skridoù_PHM.txt		cov-1
L106_173	Muioc'h-mui a zanvez a gaver e brezhoneg war ar Genrouedad ivez .	Muioc'h-mui a zanvez a gaver e brezhoneg war ar Genrouedad ivez.	# mɥi.'ox.mɥi a 'zɑ̃n.vɛz a 'gɑ.vɛr e bre.'zõ.nɛk war ar gɛnr.'we.dɑd 'i.ves #	1	1	0	Skridoù_PHM.txt		cov-4
L106_183	Parklec'h da c'hortoz .	Parklec'h da c'hortoz.	# 'par.klɛx dɑ 'xɔr.tɔs #	1	1	0	Skridoù_PHM.txt		cov-1
L106_184	Pa vez sklaer an amzer e c'heller gwelet bae Kiberen en e bezh hag an donvor .	Pa vez sklaer an amzer e c'heller gwelet bae Kiberen en e bezh hag an donvor.	# pa ve:s sklɛ:r ɑ̃n 'ɑ̃m.zɛr e 'xɛ.lɛr 'gwe.lɛt bɛ: ki.'bɛ.rɛn en e be:s ag ɑ̃n 'dõn.vor #	1	1	0	Skridoù_PHM.txt		cov-5
L106_195	Poentoù all .	Poentoù all.	# 'pwɛn.tu al #	1	1	0	Skridoù_PHM.txt		cov-1
L106_204	RAL - Renerezh , al Lestrsaverezh .	RAL - Renerezh al Lestrsaverezh.	# rɑ:l # re.'nɛ.rɛs # al lestr.sa.'vɛ.rɛz #	1	1	0	Skridoù_PHM.txt		cov-1
L106_209	Reverzhioù ha Marvorioù :	Reverzhioù ha Marvorioù :	# re.'vɛr.zju a mar.'vor.ju #	1	1	0	Skridoù_PHM.txt		cov-7
L106_217	Sevel pesked .	Sevel pesked.	# 'se.vɛl 'pe.skɛt #	1	1	0	Skridoù_PHM.txt		cov-1
L106_232	Traezhennoù .	traezhennoù.	# trɛ.'zɛ.nu #	1	1	0	Skridoù_PHM.txt		cov-1
L106_236	Treuzkas evel kemennad testenn .	Treuzkas evel kemennad testenn.	# 'trø.skaz 'e.vɛl ke.'mɛ.nat 'te.stɛn #	1	1	0	Skridoù_PHM.txt		cov-2
L106_243	Un hengoun tost daou vil bloaz , eo chemet ar baluderien , zo bet legadet a remziad da remziad .	Un hengoun tost daou vil bloaz eo chemet ar baluderien, zo bet legadet a remziad da remziad.	# œn 'heng.un tost dɔw vi:l blwɑ:s # ɛw 'ʃe.med ar ba.ly.'der.jɛn # zo bet leg.'ɑ.dɛd a rɛm.'zi.at dɑ rɛm.'zi.at #	1	1	0	Skridoù_PHM.txt		cov-1
L106_247	Ur plac'h eus Lannuon e Zeland-Nevez .	Ur plac'h eus Lannuon e Zeland-Nevez.	# œr plah øs lɑ̃.'ny.õn e ze.lɑ̃nd.'ne.vɛs #	1	1	0	Skridoù_PHM.txt		cov-3
L107_001	Trizek a viz C'hwevrer .	13 a viz C'hwevrer.	# 'tri.zeg a vi:s 'xwe.vrɛr #	1	1	0	Skridoù_PHM.txt		cov-3
L107_006	Abegoù ekonomikel : mestroniañ , koust ar c'hempenn .	Abegoù ekonomikel : mestroniañ koust ar c'hempenn.	# ɑ.'bɛg.u e.ko.no.'mi.kɛl # mɛ.strõ.'ni.ɑ̃ # kusd ar 'xɛm.pɛn #	1	1	0	Skridoù_PHM.txt		cov-4
L107_023	An hanter anezhañ a zo gouestlet da Frañs .	An hanter anezhañ a zo gouestlet da Frañs.	# ɑ̃n 'hɑ̃n.tɛr ɑ̃.'ne.zɑ̃ a zo 'gwest.lɛt dɑ frɑ̃s #	1	1	0	Skridoù_PHM.txt		cov-7
L107_036	Ar Grennamzer : amzer al liorzhoù kloz ha prevez .	Ar Grennamzer : amzer al liorzhoù kloz ha prevez.	# ar grɛ.'nɑ̃m.zɛr # 'ɑ̃m.zɛr al li.'ɔr.su klo:s a 'pre.vɛs #	1	1	0	Skridoù_PHM.txt		cov-5
L107_054	Chomet eo an advouezhiañ programmoù evit ar vugale e daou vil pevar a-sav .	Chomet eo an advouezhiañ programmoù evit ar vugale e 2004 a-sav.	# 'ʃõ.mɛd ɛw ɑ̃n ad.'vwe.zjɑ̃ prog.'ra.mu 'e.vid ar vyg.'ɑ.le e dɔw vi:l 'pe.var 'a.zaw #	1	1	0	Skridoù_PHM.txt		cov-6
L107_061	Degemer al labourioù .	Degemer al labourioù.	# deg.'e.mɛr al lɑ.'bur.ju #	1	1	0	Skridoù_PHM.txt		cov-4
L107_065	Dibab ur stil , gwelet evit an daolenn .	Dibab ur stil gwelet evit an daolenn.	# 'di.bap œr sti:l # 'gwe.lɛd 'e.vid ɑ̃n 'dɔ.lɛn #	1	1	0	Skridoù_PHM.txt		cov-1
L107_067	Dilennadeg : ne c'hell ket ar maer merañ e gumun e-unan-penn .	Dilennadeg : ne c'hell ket ar maer merañ e gumun e-unan-penn.	# di.lɛ.'nɑ.dɛk # ne xɛl ked ar mɛ:r 'me.rɑ̃ e 'gy.myn e.y.'nɑ̃n.pɛn #	1	1	0	Skridoù_PHM.txt		cov-7
L107_069	Dirak ar bodad kastiz o deus difennet o labour , ha nac'het bezañ faziet .	Dirak ar bodad kastiz o deus difennet o labour ha nac'het bezañ faziet.	# 'di.rag ar 'bo.dat 'ka.stiz o døs di.'fɛ.nɛd o 'lɑ.bur # a 'nah.ɛt 'be.zɑ̃ 'fa.zjɛt #	1	1	0	Skridoù_PHM.txt		cov-7
L107_080	Dre ma oa bet dibistig o tont er-maez eus kof an aneval e vez pedet gant ar maouezed brazez .	Dre ma oa bet dibistig o tont er-maez eus kof an aneval e vez pedet gant ar maouezed brazez.	# dre ma wa bet di.'bi.stig o tõnd 'er.mɛz øs kof ɑ̃n ɑ̃.'ne.val e ve:s 'pe.dɛd gɑ̃n ar mɔ.'we.zɛd 'brɑ.zɛs #	1	1	0	Skridoù_PHM.txt		cov-4
L107_084	E galleg e vez implijet an daou dermen .	E galleg e vez implijet an daou dermen.	# e 'ga.lɛg e ve:z im.'pli.ʒɛd ɑ̃n dɔw 'dɛr.mɛn #	1	1	0	Skridoù_PHM.txt		cov-2
L107_113	Gant pennaenn an daskeitañ , ez eo tizhet ar reizhded tiriadel .	gant pennaenn an daskeitañ ez eo tizhet ar reizhded tiriadel.	# gɑ̃n pɛ.'na.ɛn ɑ̃n da.'skɛj.tɑ̃ # ez ɛw 'ti.zɛd ar 'rɛjz.dɛt tir.'jɑ.dɛl #	1	1	0	Skridoù_PHM.txt		cov-2
L107_118	Gourhelen hag Eost .	Gourhelen hag Eost.	# gu.'re.lɛn ag ɛwst #	1	1	0	Skridoù_PHM.txt		cov-5
L107_126	Henamzer .	Henamzer.	# he.'nɑ̃m.zɛr #	1	1	0	Skridoù_PHM.txt		cov-1
L107_127	Hollad dispignoù mont en-dro .	Hollad dispignoù mont en-dro.	# 'ɔ.lat di.'spiɲ.u mõnd 'en.dro #	1	1	0	Skridoù_PHM.txt		cov-2
L107_131	Izelvroioù .	Izelvroioù.	# i.zɛl.'vro.ju #	1	1	0	Skridoù_PHM.txt		cov-6
L107_135	Kavout a rae din e oan marv .	Kavout a rae din e oan marv !	# 'kɑ.vud a rɛ: din e wɑ̃:n 'mɑ.ro #	1	1	0	Skridoù_PHM.txt		cov-1
L107_144	Kêrioù gant lusk gwan hag a " argas " poblañs .	Kêrioù gant lusk gwan hag a "argas" poblañs.	# 'kɛr.ju gɑ̃n lysg gwɑ̃:n ag a # 'arg.as # 'po.blɑ̃s #	1	1	0	Skridoù_PHM.txt		cov-2
L107_147	Klañvet , o klask tommder , ez eas da Aljeria ma varvas .	Klañvet, o klask tommder, ez eas da Aljeria ma varvas.	# 'klɑ̃.vɛt # o klask 'tɔm.dɛr # ez 'e.as dɑ al.'ʒer.ja ma 'var.vas #	1	1	0	Skridoù_PHM.txt		cov-1
L107_156	Lakaat ar muiañ ar gwellañ a dud da c'houzout penaos e c'haller deskiñ brezhoneg er c'horn-bro .	Lakaat ar muiañ ar gwellañ a dud da c'houzout penaos e c'haller deskiñ brezhoneg er c'horn-bro.	# 'la.kɑd ar 'mɥi.ɑ̃ ar 'gwɛ.lɑ̃ a dy:t dɑ 'xu.zut 'pe.noz e 'xa.lɛr 'de.ski bre.'zõ.nɛg er 'xɔrn.bro #	1	1	0	Skridoù_PHM.txt		cov-7
L107_186	Parklec'h nevez etre savadur ar veajourien , ha Koc'hu ar fred .	Parklec'h nevez etre savadur ar veajourien ha Koc'hu ar fred.	# 'par.klɛx 'ne.vez 'e.tre sa.'vɑ.dyr ar ve.a.'ʒur.jɛn # a 'koh.y ar fre:t #	1	1	0	Skridoù_PHM.txt		cov-7
